Sents;Class;;;;;
Anderson and Weitz point out that imbalanced channel relationships are characterized by less cooperation and greater conflict.;0;;;;;
Various researchers have argued that a comprehensive view of the interdependence of a dyadic relationship should include not only interdependence asymmetry (or relative power), but also total interdependence or total power.;0;;;;;
Total interdependence refers to the intensity of a relationship.;0;;;;;
A high level of total interdependence is an indicator for a strong, co-operative long-term relationship in which both parties have invested.;4;;;;;
Mutual trust and mutual commitment will characterize those relationships.;4;;;;;
Both partners are commited to contributing to the success;4;;;;;
Besides this loyalty towards the other partner and the accompanying desire to continue the relationship, there is an alternative motivation for both firms to keep the partnership intact.;4;;;;;
In the case that both parties know that the other party possesses much power, it is not likely that either side is going to use it.;4;;;;;
The risk of retaliation is often considered as being too high.;4;;;;;
When total interdependence is high, both partners are faced with high exit barriers.;4;;;;;
From the above it can be concluded that the literature makes a clear difference between the concepts of relative power, which is the result of interdependence asymmetry.;0;;;;;
And total power, which is the result of full interdependence of both parties on each other and which is commonly referred to as total interdependence.;4;;;;;
However, empirical research on the impact of relative power and total interdependence on buyer-supplier relationships is scarce.;0;;;;;
To be able to fill this void, we have defined both concepts in terms of buyer s and supplier s dependence.;0;;;;;
In this study, we will measure the buyer s relative power as the difference between supplier s dependence and buyer s dependence.;0;;;;;
Similarly, we will measure the supplier s relative power as the difference between buyer s dependence and supplier s dependence.;0;;;;;
This is to conform Pfeffer s viewpoint that the relative power of one social actor over another is the result of the net dependence of the one on the other.;0;;;;;
In accordance with Bacharach and Lawler, we will measure total interdependence in a relationship by the sum of the parties  dependence on one another.;0;;;;;
We will develop hypotheses on the power-dependence balance for each purchasing strategy identified by Gelderman and Van Weele.;0;;;;;
These products represent a considerable value to the organization in terms of a large impact on profit and a high supply risk.;4;;;;;
Examples are engines and gearboxes for automobile manufacturers, turbines for the chemical industry and bottling equipment for breweries.;0;;;;;
Often strategic products can only be purchased from one supplier, causing a significant supply risk.;4;;;;;
